Epoch,Index,Answer,Output,Error,Fact
20,15,0,[0.4647001],[-0.4647001],Bad Fact
20,16,1,[0.47532347],[0.52467653],Bad Fact
20,17,0,[0.57138953],[-0.57138953],Bad Fact
20,18,1,[0.5106624],[0.4893376],Bad Fact
20,19,1,[0.53100402],[0.46899598],Bad Fact
20,20,1,[0.42103746],[0.57896254],Bad Fact
20,21,1,[0.61897053],[0.38102947],Bad Fact
20,22,0,[0.67417452],[-0.67417452],Bad Fact
20,23,0,[0.47933583],[-0.47933583],Bad Fact
20,24,1,[0.42874094],[0.57125906],Bad Fact
20,25,0,[0.57426953],[-0.57426953],Bad Fact
20,26,1,[0.60914191],[0.39085809],Bad Fact
21,1,0,[0.51549785],[-0.51549785],Bad Fact
21,2,0,[0.3769203],[-0.3769203],Bad Fact
21,3,1,[0.45377084],[0.54622916],Bad Fact
21,4,0,[0.52502623],[-0.52502623],Bad Fact
21,5,1,[0.48914053],[0.51085947],Bad Fact
21,6,1,[0.51993038],[0.48006962],Bad Fact
21,7,0,[0.56672055],[-0.56672055],Bad Fact
21,8,0,[0.47859166],[-0.47859166],Bad Fact
21,9,0,[0.42162708],[-0.42162708],Bad Fact
21,10,1,[0.47923509],[0.52076491],Bad Fact
21,11,1,[0.37820268],[0.62179732],Bad Fact
21,12,0,[0.50327582],[-0.50327582],Bad Fact
21,13,1,[0.49016672],[0.50983328],Bad Fact
21,14,0,[0.49870321],[-0.49870321],Bad Fact
21,15,0,[0.46524406],[-0.46524406],Bad Fact
21,16,1,[0.47821484],[0.52178516],Bad Fact
21,17,0,[0.57744359],[-0.57744359],Bad Fact
21,18,1,[0.51715259],[0.48284741],Bad Fact
21,19,1,[0.53407412],[0.46592588],Bad Fact
21,20,1,[0.41316062],[0.58683938],Bad Fact
21,21,1,[0.62163965],[0.37836035],Bad Fact
21,22,0,[0.67696697],[-0.67696697],Bad Fact
21,23,0,[0.47359367],[-0.47359367],Bad Fact
21,24,1,[0.42397908],[0.57602092],Bad Fact
21,25,0,[0.5763536],[-0.5763536],Bad Fact
21,26,1,[0.61852103],[0.38147897],Bad Fact
22,1,0,[0.51406464],[-0.51406464],Bad Fact
22,2,0,[0.36664595],[-0.36664595],Bad Fact
22,3,1,[0.45318509],[0.54681491],Bad Fact
22,4,0,[0.52381242],[-0.52381242],Bad Fact
22,5,1,[0.49183831],[0.50816169],Bad Fact
22,6,1,[0.52177941],[0.47822059],Bad Fact
22,7,0,[0.56439242],[-0.56439242],Bad Fact
22,8,0,[0.47321868],[-0.47321868],Bad Fact
22,9,0,[0.4203362],[-0.4203362],Bad Fact
22,10,1,[0.48588347],[0.51411653],Bad Fact
22,11,1,[0.37100715],[0.62899285],Bad Fact
22,12,0,[0.50081769],[-0.50081769],Bad Fact
22,13,1,[0.49186555],[0.50813445],Bad Fact
22,14,0,[0.49564444],[-0.49564444],Bad Fact
22,15,0,[0.46590088],[-0.46590088],Bad Fact
22,16,1,[0.48097204],[0.51902796],Bad Fact
22,17,0,[0.58357811],[-0.58357811],Bad Fact
22,18,1,[0.52380685],[0.47619315],Bad Fact
22,19,1,[0.53717295],[0.46282705],Bad Fact
22,20,1,[0.40532705],[0.59467295],Bad Fact
22,21,1,[0.62437606],[0.37562394],Bad Fact
22,22,0,[0.67988968],[-0.67988968],Bad Fact
22,23,0,[0.46787758],[-0.46787758],Bad Fact
22,24,1,[0.41916578],[0.58083422],Bad Fact
22,25,0,[0.57839222],[-0.57839222],Bad Fact
22,26,1,[0.62789134],[0.37210866],Bad Fact
23,1,0,[0.51264848],[-0.51264848],Bad Fact
23,2,0,[0.35648935],[-0.35648935],Bad Fact
23,3,1,[0.45256902],[0.54743098],Bad Fact
23,4,0,[0.52247086],[-0.52247086],Bad Fact
23,5,1,[0.49462679],[0.50537321],Bad Fact
23,6,1,[0.5237964],[0.4762036],Bad Fact
23,7,0,[0.56188913],[-0.56188913],Bad Fact
23,8,0,[0.46765738],[-0.46765738],Bad Fact
23,9,0,[0.41902679],[-0.41902679],Bad Fact
23,10,1,[0.49245443],[0.50754557],Bad Fact
23,11,1,[0.36382399],[0.63617601],Bad Fact
23,12,0,[0.49827049],[-0.49827049],Bad Fact
23,13,1,[0.49342339],[0.50657661],Bad Fact
23,14,0,[0.49253897],[-0.49253897],Bad Fact
23,15,0,[0.46664512],[-0.46664512],Bad Fact
23,16,1,[0.48359236],[0.51640764],Bad Fact
23,17,0,[0.58975131],[-0.58975131],Bad Fact
23,18,1,[0.53055203],[0.46944797],Bad Fact
23,19,1,[0.54027425],[0.45972575],Bad Fact
23,20,1,[0.39759325],[0.60240675],Bad Fact
23,21,1,[0.62714961],[0.37285039],Bad Fact
23,22,0,[0.68291473],[-0.68291473],Bad Fact
23,23,0,[0.46224674],[-0.46224674],Bad Fact
23,24,1,[0.41432669],[0.58567331],Bad Fact
23,25,0,[0.58033962],[-0.58033962],Bad Fact
23,26,1,[0.63717565],[0.36282435],Bad Fact
24,1,0,[0.51125344],[-0.51125344],Bad Fact
24,2,0,[0.34653583],[-0.34653583],Bad Fact
24,3,1,[0.45195262],[0.54804738],Bad Fact
24,4,0,[0.5209929],[-0.5209929],Bad Fact
24,5,1,[0.49749773],[0.50250227],Bad Fact
24,6,1,[0.52596767],[0.47403233],Bad Fact
24,7,0,[0.55921963],[-0.55921963],Bad Fact
24,8,0,[0.46198146],[-0.46198146],Bad Fact
24,9,0,[0.41771645],[-0.41771645],Bad Fact
24,10,1,[0.49889525],[0.50110475],Bad Fact
24,11,1,[0.35672523],[0.64327477],Bad Fact
24,12,0,[0.49565855],[-0.49565855],Bad Fact
24,13,1,[0.49484546],[0.50515454],Bad Fact
24,14,0,[0.48940123],[-0.48940123],Bad Fact
24,15,0,[0.46744705],[-0.46744705],Bad Fact
24,16,1,[0.48608006],[0.51391994],Bad Fact
24,17,0,[0.59592508],[-0.59592508],Bad Fact
24,18,1,[0.53731409],[0.46268591],Bad Fact
24,19,1,[0.54335408],[0.45664592],Bad Fact
24,20,1,[0.39000873],[0.60999127],Bad Fact
24,21,1,[0.62993211],[0.37006789],Bad Fact
24,22,0,[0.68601604],[-0.68601604],Bad Fact
24,23,0,[0.45675605],[-0.45675605],Bad Fact
24,24,1,[0.40948459],[0.59051541],Bad Fact
24,25,0,[0.58215198],[-0.58215198],Bad Fact
24,26,1,[0.6463039],[0.3536961],Bad Fact
25,1,0,[0.50988175],[-0.50988175],Bad Fact
25,2,0,[0.33685852],[-0.33685852],Bad Fact
25,3,1,[0.4513677],[0.5486323],Bad Fact
25,4,0,[0.51937283],[-0.51937283],Bad Fact
25,5,1,[0.50044313],[0.49955687],Bad Fact
25,6,1,[0.5282769],[0.4717231],Bad Fact
25,7,0,[0.55639711],[-0.55639711],Bad Fact
25,8,0,[0.45626499],[-0.45626499],Bad Fact
25,9,0,[0.41641941],[-0.41641941],Bad Fact
25,10,1,[0.50515766],[0.49484234],Bad Fact
25,11,1,[0.34977418],[0.65022582],Bad Fact
25,12,0,[0.49300769],[-0.49300769],Bad Fact
25,13,1,[0.49614233],[0.50385767],Bad Fact
25,14,0,[0.4862463],[-0.4862463],Bad Fact
25,15,0,[0.46827439],[-0.46827439],Bad Fact
25,16,1,[0.4884456],[0.5115544],Bad Fact
25,17,0,[0.60206593],[-0.60206593],Bad Fact
25,18,1,[0.54402162],[0.45597838],Bad Fact
25,19,1,[0.54639204],[0.45360796],Bad Fact
25,20,1,[0.38261476],[0.61738524],Bad Fact
25,21,1,[0.63269796],[0.36730204],Bad Fact
25,22,0,[0.68916992],[-0.68916992],Bad Fact
25,23,0,[0.4514538],[-0.4514538],Bad Fact
25,24,1,[0.40465925],[0.59534075],Bad Fact
25,25,0,[0.58378929],[-0.58378929],Bad Fact
25,26,1,[0.65521515],[0.34478485],Bad Fact
26,1,0,[0.50853398],[-0.50853398],Bad Fact
26,2,0,[0.32751669],[-0.32751669],Bad Fact
26,3,1,[0.4508462],[0.5491538],Bad Fact
26,4,0,[0.51760833],[-0.51760833],Bad Fact
26,5,1,[0.50345515],[0.49654485],Bad Fact
26,6,1,[0.5307057],[0.4692943],Bad Fact
26,7,0,[0.55343866],[-0.55343866],Bad Fact
26,8,0,[0.4505788],[-0.4505788],Bad Fact
26,9,0,[0.41514613],[-0.41514613],Bad Fact
26,10,1,[0.51119975],[0.48880025],Bad Fact
26,11,1,[0.34302407],[0.65697593],Bad Fact
26,12,0,[0.4903437],[-0.4903437],Bad Fact
26,13,1,[0.49732858],[0.50267142],Bad Fact
26,14,0,[0.48308964],[-0.48308964],Bad Fact
26,15,0,[0.46909402],[-0.46909402],Bad Fact
26,16,1,[0.49070434],[0.50929566],Bad Fact
26,17,0,[0.60814558],[-0.60814558],Bad Fact
26,18,1,[0.55060888],[0.44939112],Bad Fact
26,19,1,[0.54937198],[0.45062802],Bad Fact
26,20,1,[0.37544373],[0.62455627],Bad Fact
26,21,1,[0.63542453],[0.36457547],Bad Fact
26,22,0,[0.69235537],[-0.69235537],Bad Fact
26,23,0,[0.44638004],[-0.44638004],Bad Fact
26,24,1,[0.3998675],[0.6001325],Bad Fact
26,25,0,[0.58521676],[-0.58521676],Bad Fact
26,26,1,[0.66385878],[0.33614122],Bad Fact
27,1,0,[0.50720945],[-0.50720945],Bad Fact
27,2,0,[0.31855512],[-0.31855512],Bad Fact
27,3,1,[0.45041865],[0.54958135],Bad Fact
27,4,0,[0.51570085],[-0.51570085],Bad Fact
27,5,1,[0.50652595],[0.49347405],Bad Fact
27,6,1,[0.53323432],[0.46676568],Bad Fact
27,7,0,[0.55036455],[-0.55036455],Bad Fact
27,8,0,[0.44498749],[-0.44498749],Bad Fact
27,9,0,[0.41390324],[-0.41390324],Bad Fact
27,10,1,[0.51698739],[0.48301261],Bad Fact
27,11,1,[0.33651748],[0.66348252],Bad Fact
27,12,0,[0.48769091],[-0.48769091],Bad Fact
27,13,1,[0.49842145],[0.50157855],Bad Fact
27,14,0,[0.47994678],[-0.47994678],Bad Fact
27,15,0,[0.4698737],[-0.4698737],Bad Fact
27,16,1,[0.4928751],[0.5071249],Bad Fact
27,17,0,[0.61414113],[-0.61414113],Bad Fact
27,18,1,[0.5570182],[0.4429818],Bad Fact
27,19,1,[0.55228246],[0.44771754],Bad Fact
27,20,1,[0.36851919],[0.63148081],Bad Fact
27,21,1,[0.63809235],[0.36190765],Bad Fact
27,22,0,[0.69555416],[-0.69555416],Bad Fact
27,23,0,[0.4415656],[-0.4415656],Bad Fact
27,24,1,[0.39512352],[0.60487648],Bad Fact
27,25,0,[0.58640586],[-0.58640586],Bad Fact
27,26,1,[0.67219497],[0.32780503],Bad Fact
28,1,0,[0.5059065],[-0.5059065],Bad Fact
28,2,0,[0.31000458],[-0.31000458],Bad Fact
28,3,1,[0.4501128],[0.5498872],Bad Fact
28,4,0,[0.51365563],[-0.51365563],Bad Fact
28,5,1,[0.5096476],[0.4903524],Bad Fact
28,6,1,[0.53584232],[0.46415768],Bad Fact
28,7,0,[0.54719737],[-0.54719737],Bad Fact
28,8,0,[0.43954714],[-0.43954714],Bad Fact
28,9,0,[0.41269391],[-0.41269391],Bad Fact
28,10,1,[0.52249512],[0.47750488],Bad Fact
28,11,1,[0.33028647],[0.66971353],Bad Fact
28,12,0,[0.48507104],[-0.48507104],Bad Fact
28,13,1,[0.49943955],[0.50056045],Bad Fact
28,14,0,[0.47683303],[-0.47683303],Bad Fact
28,15,0,[0.4705835],[-0.4705835],Bad Fact
28,16,1,[0.49497876],[0.50502124],Bad Fact
28,17,0,[0.62003479],[-0.62003479],Bad Fact
28,18,1,[0.56320154],[0.43679846],Bad Fact
28,19,1,[0.55511669],[0.44488331],Bad Fact
28,20,1,[0.36185627],[0.63814373],Bad Fact
28,21,1,[0.64068513],[0.35931487],Bad Fact
28,22,0,[0.69875082],[-0.69875082],Bad Fact
28,23,0,[0.43703179],[-0.43703179],Bad Fact
28,24,1,[0.39043914],[0.60956086],Bad Fact
28,25,0,[0.58733474],[-0.58733474],Bad Fact
28,26,1,[0.68019465],[0.31980535],Bad Fact
29,1,0,[0.50462284],[-0.50462284],Bad Fact
29,2,0,[0.30188289],[-0.30188289],Bad Fact
29,3,1,[0.44995268],[0.55004732],Bad Fact
29,4,0,[0.51148157],[-0.51148157],Bad Fact
29,5,1,[0.51281191],[0.48718809],Bad Fact
29,6,1,[0.53850929],[0.46149071],Bad Fact
29,7,0,[0.54396104],[-0.54396104],Bad Fact
29,8,0,[0.43430399],[-0.43430399],Bad Fact
29,9,0,[0.41151833],[-0.41151833],Bad Fact
29,10,1,[0.52770629],[0.47229371],Bad Fact
29,11,1,[0.32435322],[0.67564678],Bad Fact
29,12,0,[0.48250233],[-0.48250233],Bad Fact
29,13,1,[0.50040182],[0.49959818],Bad Fact
29,14,0,[0.47376307],[-0.47376307],Bad Fact
29,15,0,[0.47119693],[-0.47119693],Bad Fact
29,16,1,[0.49703679],[0.50296321],Bad Fact
29,17,0,[0.62581356],[-0.62581356],Bad Fact
29,18,1,[0.56912129],[0.43087871],Bad Fact
29,19,1,[0.55787225],[0.44212775],Bad Fact
29,20,1,[0.35546251],[0.64453749],Bad Fact
29,21,1,[0.6431897],[0.3568103],Bad Fact
29,22,0,[0.70193257],[-0.70193257],Bad Fact
29,23,0,[0.43279071],[-0.43279071],Bad Fact
29,24,1,[0.38582425],[0.61417575],Bad Fact
29,25,0,[0.58798833],[-0.58798833],Bad Fact
29,26,1,[0.68783877],[0.31216123],Bad Fact
30,1,0,[0.50335571],[-0.50335571],Bad Fact
30,2,0,[0.29419653],[-0.29419653],Bad Fact
30,3,1,[0.44995795],[0.55004205],Bad Fact
30,4,0,[0.50919081],[-0.50919081],Bad Fact
30,5,1,[0.51601036],[0.48398964],Bad Fact
30,6,1,[0.54121547],[0.45878453],Bad Fact
30,7,0,[0.54067971],[-0.54067971],Bad Fact
30,8,0,[0.42929387],[-0.42929387],Bad Fact
30,9,0,[0.41037442],[-0.41037442],Bad Fact
30,10,1,[0.5326127],[0.4673873],Bad Fact
30,11,1,[0.31873099],[0.68126901],Bad Fact
30,12,0,[0.47999903],[-0.47999903],Bad Fact
30,13,1,[0.50132668],[0.49867332],Bad Fact
30,14,0,[0.47075063],[-0.47075063],Bad Fact
30,15,0,[0.4716917],[-0.4716917],Bad Fact
30,16,1,[0.49907021],[0.50092979],Bad Fact
30,17,0,[0.63146855],[-0.63146855],Bad Fact
30,18,1,[0.57475022],[0.42524978],Bad Fact
30,19,1,[0.56055052],[0.43944948],Bad Fact
30,20,1,[0.34933887],[0.65066113],Bad Fact
30,21,1,[0.64559581],[0.35440419],Bad Fact
30,22,0,[0.70508917],[-0.70508917],Bad Fact
30,23,0,[0.42884609],[-0.42884609],Bad Fact
30,24,1,[0.38128708],[0.61871292],Bad Fact
30,25,0,[0.58835797],[-0.58835797],Bad Fact
30,26,1,[0.69511733],[0.30488267],Bad Fact
31,1,0,[0.50210213],[-0.50210213],Bad Fact
31,2,0,[0.28694249],[-0.28694249],Bad Fact
31,3,1,[0.45014373],[0.54985627],Bad Fact
31,4,0,[0.50679824],[-0.50679824],Bad Fact
31,5,1,[0.51923415],[0.48076585],Bad Fact
31,6,1,[0.54394234],[0.45605766],Bad Fact
31,7,0,[0.5373769],[-0.5373769],Bad Fact
31,8,0,[0.42454241],[-0.42454241],Bad Fact
31,9,0,[0.40925846],[-0.40925846],Bad Fact
31,10,1,[0.53721383],[0.46278617],Bad Fact
31,11,1,[0.31342525],[0.68657475],Bad Fact
31,12,0,[0.47757126],[-0.47757126],Bad Fact
31,13,1,[0.5022315],[0.4977685],Bad Fact
31,14,0,[0.46780815],[-0.46780815],Bad Fact
31,15,0,[0.47205014],[-0.47205014],Bad Fact
31,16,1,[0.50109861],[0.49890139],Bad Fact
31,17,0,[0.6369944],[-0.6369944],Bad Fact
31,18,1,[0.580071],[0.419929],Bad Fact
31,19,1,[0.563156],[0.436844],Bad Fact
31,20,1,[0.34348086],[0.65651914],Bad Fact
31,21,1,[0.64789595],[0.35210405],Bad Fact
31,22,0,[0.70821272],[-0.70821272],Bad Fact
31,23,0,[0.42519433],[-0.42519433],Bad Fact
31,24,1,[0.37683447],[0.62316553],Bad Fact
31,25,0,[0.58844083],[-0.58844083],Bad Fact
31,26,1,[0.70202815],[0.29797185],Bad Fact
32,1,0,[0.50085896],[-0.50085896],Bad Fact
32,2,0,[0.28011013],[-0.28011013],Bad Fact
32,3,1,[0.45052066],[0.54947934],Bad Fact
32,4,0,[0.50432074],[-0.50432074],Bad Fact
32,5,1,[0.52247426],[0.47752574],Bad Fact
32,6,1,[0.54667309],[0.45332691],Bad Fact
32,7,0,[0.53407456],[-0.53407456],Bad Fact
32,8,0,[0.42006572],[-0.42006572],Bad Fact
32,9,0,[0.40816576],[-0.40816576],Bad Fact
32,10,1,[0.54151573],[0.45848427],Bad Fact
32,11,1,[0.30843492],[0.69156508],Bad Fact
32,12,0,[0.47522506],[-0.47522506],Bad Fact
32,13,1,[0.50313216],[0.49686784],Bad Fact
32,14,0,[0.46494652],[-0.46494652],Bad Fact
32,15,0,[0.47225923],[-0.47225923],Bad Fact
32,16,1,[0.50313961],[0.49686039],Bad Fact
32,17,0,[0.64238856],[-0.64238856],Bad Fact
32,18,1,[0.58507522],[0.41492478],Bad Fact
32,19,1,[0.56569556],[0.43430444],Bad Fact
32,20,1,[0.33787964],[0.66212036],Bad Fact
32,21,1,[0.65008512],[0.34991488],Bad Fact
32,22,0,[0.71129751],[-0.71129751],Bad Fact
32,23,0,[0.42182588],[-0.42182588],Bad Fact
32,24,1,[0.37247206],[0.62752794],Bad Fact
32,25,0,[0.58823915],[-0.58823915],Bad Fact
32,26,1,[0.70857546],[0.29142454],Bad Fact
33,1,0,[0.49962303],[-0.49962303],Bad Fact
33,2,0,[0.27368292],[-0.27368292],Bad Fact
33,3,1,[0.45109521],[0.54890479],Bad Fact
33,4,0,[0.50177654],[-0.50177654],Bad Fact
33,5,1,[0.52572161],[0.47427839],Bad Fact
33,6,1,[0.54939297],[0.45060703],Bad Fact
33,7,0,[0.53079249],[-0.53079249],Bad Fact
33,8,0,[0.41587144],[-0.41587144],Bad Fact
33,9,0,[0.40709116],[-0.40709116],Bad Fact
33,10,1,[0.5455298],[0.4544702],Bad Fact
33,11,1,[0.30375353],[0.69624647],Bad Fact
33,12,0,[0.47296271],[-0.47296271],Bad Fact
33,13,1,[0.50404288],[0.49595712],Bad Fact
33,14,0,[0.46217487],[-0.46217487],Bad Fact
33,15,0,[0.47231052],[-0.47231052],Bad Fact
33,16,1,[0.50520842],[0.49479158],Bad Fact
33,17,0,[0.64765075],[-0.64765075],Bad Fact
33,18,1,[0.58976219],[0.41023781],Bad Fact
33,19,1,[0.5681777],[0.4318223],Bad Fact
33,20,1,[0.33252307],[0.66747693],Bad Fact
33,21,1,[0.65216058],[0.34783942],Bad Fact
33,22,0,[0.71433981],[-0.71433981],Bad Fact
33,23,0,[0.41872645],[-0.41872645],Bad Fact
33,24,1,[0.36820439],[0.63179561],Bad Fact
33,25,0,[0.58775935],[-0.58775935],Bad Fact
33,26,1,[0.71476866],[0.28523134],Bad Fact
34,1,0,[0.49839113],[-0.49839113],Bad Fact
34,2,0,[0.26764011],[-0.26764011],Bad Fact
34,3,1,[0.45187019],[0.54812981],Bad Fact
34,4,0,[0.49918441],[-0.49918441],Bad Fact
34,5,1,[0.52896727],[0.47103273],Bad Fact
34,6,1,[0.55208959],[0.44791041],Bad Fact
34,7,0,[0.52754784],[-0.52754784],Bad Fact
34,8,0,[0.41195999],[-0.41195999],Bad Fact
34,9,0,[0.40602946],[-0.40602946],Bad Fact
34,10,1,[0.5492715],[0.4507285],Bad Fact
34,11,1,[0.29937033],[0.70062967],Bad Fact
34,12,0,[0.4707832],[-0.4707832],Bad Fact
34,13,1,[0.50497609],[0.49502391],Bad Fact
34,14,0,[0.45950047],[-0.45950047],Bad Fact
34,15,0,[0.47219974],[-0.47219974],Bad Fact
34,16,1,[0.50731778],[0.49268222],Bad Fact
34,17,0,[0.65278235],[-0.65278235],Bad Fact
34,18,1,[0.59413768],[0.40586232],Bad Fact
34,19,1,[0.57061197],[0.42938803],Bad Fact
34,20,1,[0.32739668],[0.67260332],Bad Fact
34,21,1,[0.6541216],[0.3458784],Bad Fact
34,22,0,[0.71733767],[-0.71733767],Bad Fact
34,23,0,[0.41587839],[-0.41587839],Bad Fact
34,24,1,[0.364035],[0.635965],Bad Fact
34,25,0,[0.58701117],[-0.58701117],Bad Fact
34,26,1,[0.72062101],[0.27937899],Bad Fact
35,1,0,[0.49716009],[-0.49716009],Bad Fact
35,2,0,[0.26195805],[-0.26195805],Bad Fact
35,3,1,[0.45284533],[0.54715467],Bad Fact
35,4,0,[0.496563],[-0.496563],Bad Fact
35,5,1,[0.53220268],[0.46779732],Bad Fact
35,6,1,[0.55475303],[0.44524697],Bad Fact
35,7,0,[0.52435482],[-0.52435482],Bad Fact
35,8,0,[0.40832588],[-0.40832588],Bad Fact
35,9,0,[0.40497574],[-0.40497574],Bad Fact
35,10,1,[0.55275916],[0.44724084],Bad Fact
35,11,1,[0.29527133],[0.70472867],Bad Fact
35,12,0,[0.46868272],[-0.46868272],Bad Fact
35,13,1,[0.50594246],[0.49405754],Bad Fact
35,14,0,[0.4569287],[-0.4569287],Bad Fact
35,15,0,[0.47192631],[-0.47192631],Bad Fact
35,16,1,[0.50947788],[0.49052212],Bad Fact
35,17,0,[0.65778598],[-0.65778598],Bad Fact
35,18,1,[0.59821259],[0.40178741],Bad Fact
35,19,1,[0.57300834],[0.42699166],Bad Fact
35,20,1,[0.32248446],[0.67751554],Bad Fact
35,21,1,[0.65596924],[0.34403076],Bad Fact
35,22,0,[0.72029067],[-0.72029067],Bad Fact
35,23,0,[0.41326175],[-0.41326175],Bad Fact
35,24,1,[0.35996645],[0.64003355],Bad Fact
35,25,0,[0.58600688],[-0.58600688],Bad Fact
35,26,1,[0.72614856],[0.27385144],Bad Fact
36,1,0,[0.49592676],[-0.49592676],Bad Fact
36,2,0,[0.25661135],[-0.25661135],Bad Fact
36,3,1,[0.45401784],[0.54598216],Bad Fact
36,4,0,[0.49393016],[-0.49393016],Bad Fact
36,5,1,[0.53541981],[0.46458019],Bad Fact
36,6,1,[0.55737586],[0.44262414],Bad Fact
36,7,0,[0.52122463],[-0.52122463],Bad Fact
36,8,0,[0.40495894],[-0.40495894],Bad Fact
36,9,0,[0.40392551],[-0.40392551],Bad Fact
36,10,1,[0.55601295],[0.44398705],Bad Fact
36,11,1,[0.29144017],[0.70855983],Bad Fact
36,12,0,[0.46665521],[-0.46665521],Bad Fact
36,13,1,[0.50695094],[0.49304906],Bad Fact
36,14,0,[0.45446306],[-0.45446306],Bad Fact
36,15,0,[0.47149289],[-0.47149289],Bad Fact
36,16,1,[0.5116966],[0.4883034],Bad Fact
36,17,0,[0.66266511],[-0.66266511],Bad Fact
36,18,1,[0.60200186],[0.39799814],Bad Fact
36,19,1,[0.57537684],[0.42462316],Bad Fact
36,20,1,[0.31776955],[0.68223045],Bad Fact
36,21,1,[0.65770609],[0.34229391],Bad Fact
36,22,0,[0.72319976],[-0.72319976],Bad Fact
36,23,0,[0.4108553],[-0.4108553],Bad Fact
36,24,1,[0.35600036],[0.64399964],Bad Fact
36,25,0,[0.58476051],[-0.58476051],Bad Fact
36,26,1,[0.73136919],[0.26863081],Bad Fact
37,1,0,[0.49468806],[-0.49468806],Bad Fact
37,2,0,[0.25157382],[-0.25157382],Bad Fact
37,3,1,[0.45538301],[0.54461699],Bad Fact
37,4,0,[0.49130248],[-0.49130248],Bad Fact
37,5,1,[0.53861137],[0.46138863],Bad Fact
37,6,1,[0.55995312],[0.44004688],Bad Fact
37,7,0,[0.51816551],[-0.51816551],Bad Fact
37,8,0,[0.40184547],[-0.40184547],Bad Fact
37,9,0,[0.40287484],[-0.40287484],Bad Fact
37,10,1,[0.55905396],[0.44094604],Bad Fact
37,11,1,[0.28785887],[0.71214113],Bad Fact
37,12,0,[0.46469293],[-0.46469293],Bad Fact
37,13,1,[0.50800886],[0.49199114],Bad Fact
37,14,0,[0.45210534],[-0.45210534],Bad Fact
37,15,0,[0.47090475],[-0.47090475],Bad Fact
37,16,1,[0.51397968],[0.48602032],Bad Fact
37,17,0,[0.66742378],[-0.66742378],Bad Fact
37,18,1,[0.60552332],[0.39447668],Bad Fact
37,19,1,[0.57772719],[0.42227281],Bad Fact
37,20,1,[0.31323478],[0.68676522],Bad Fact
37,21,1,[0.65933608],[0.34066392],Bad Fact
37,22,0,[0.726067],[-0.726067],Bad Fact
37,23,0,[0.40863735],[-0.40863735],Bad Fact
37,24,1,[0.3521374],[0.6478626],Bad Fact
37,25,0,[0.58328719],[-0.58328719],Bad Fact
37,26,1,[0.73630179],[0.26369821],Bad Fact
38,1,0,[0.49344095],[-0.49344095],Bad Fact
38,2,0,[0.24681914],[-0.24681914],Bad Fact
38,3,1,[0.45693473],[0.54306527],Bad Fact
38,4,0,[0.4886948],[-0.4886948],Bad Fact
38,5,1,[0.54177091],[0.45822909],Bad Fact
38,6,1,[0.56248219],[0.43751781],Bad Fact
38,7,0,[0.5151829],[-0.5151829],Bad Fact
38,8,0,[0.39896929],[-0.39896929],Bad Fact
38,9,0,[0.40182036],[-0.40182036],Bad Fact
38,10,1,[0.56190349],[0.43809651],Bad Fact
38,11,1,[0.28450852],[0.71549148],Bad Fact
38,12,0,[0.46278688],[-0.46278688],Bad Fact
38,13,1,[0.50912206],[0.49087794],Bad Fact
38,14,0,[0.4498557],[-0.4498557],Bad Fact
38,15,0,[0.47016931],[-0.47016931],Bad Fact
38,16,1,[0.51633099],[0.48366901],Bad Fact
38,17,0,[0.67206634],[-0.67206634],Bad Fact
38,18,1,[0.60879688],[0.39120312],Bad Fact
38,19,1,[0.58006862],[0.41993138],Bad Fact
38,20,1,[0.30886309],[0.69113691],Bad Fact
38,21,1,[0.66086423],[0.33913577],Bad Fact
38,22,0,[0.72889539],[-0.72889539],Bad Fact
38,23,0,[0.40658635],[-0.40658635],Bad Fact
38,24,1,[0.34837737],[0.65162263],Bad Fact
38,25,0,[0.58160263],[-0.58160263],Bad Fact
38,26,1,[0.7409657],[0.2590343],Bad Fact
39,1,0,[0.49218249],[-0.49218249],Bad Fact
39,2,0,[0.24232148],[-0.24232148],Bad Fact
39,3,1,[0.45866597],[0.54133403],Bad Fact
39,4,0,[0.48611994],[-0.48611994],Bad Fact
39,5,1,[0.54489291],[0.45510709],Bad Fact
39,6,1,[0.56496256],[0.43503744],Bad Fact
39,7,0,[0.51227966],[-0.51227966],Bad Fact
39,8,0,[0.39631251],[-0.39631251],Bad Fact
39,9,0,[0.40075921],[-0.40075921],Bad Fact
39,10,1,[0.56458256],[0.43541744],Bad Fact
39,11,1,[0.28136977],[0.71863023],Bad Fact
39,12,0,[0.46092728],[-0.46092728],Bad Fact
39,13,1,[0.510295],[0.489705],Bad Fact
39,14,0,[0.44771293],[-0.44771293],Bad Fact
39,15,0,[0.46929559],[-0.46929559],Bad Fact
39,16,1,[0.51875285],[0.48124715],Bad Fact
39,17,0,[0.6765973],[-0.6765973],Bad Fact
39,18,1,[0.6118437],[0.3881563],Bad Fact
39,19,1,[0.58240972],[0.41759028],Bad Fact
39,20,1,[0.30463787],[0.69536213],Bad Fact
39,21,1,[0.66229648],[0.33770352],Bad Fact
39,22,0,[0.7316886],[-0.7316886],Bad Fact
39,23,0,[0.40468141],[-0.40468141],Bad Fact
39,24,1,[0.3447192],[0.6552808],Bad Fact
39,25,0,[0.57972265],[-0.57972265],Bad Fact
39,26,1,[0.74538016],[0.25461984],Bad Fact
40,1,0,[0.4909098],[-0.4909098],Bad Fact
40,2,0,[0.23805584],[-0.23805584],Bad Fact
